bias,z,aux,curr,lockin-x,lockin-x2,lockin-y,lockin-y2
1479.96,231.0,0.0,0.29739980449657866,599.698,-1.54181,314.104,3.19534
1476.05,231.0,0.0,0.296949669789953,591.675,5.43014,298.764,67.0751
1472.14,231.0,0.0,0.297552392532723,604.213,42.941,295.335,33.7742
1468.23,231.0,0.0,0.2987292277614858,613.599,51.3688,271.001,72.1057
1464.32,231.0,0.0,0.2983344062179625,629.305,78.3954,301.167,29.4864
1460.41,231.0,0.0,0.29770688791931904,605.007,88.4594,301.428,75.6217
1456.5,231.0,0.0,0.2961028061893522,613.442,126.123,302.1,3.50132
1452.59,231.0,0.0,0.2947466800181198,590.521,70.0736,314.604,32.256
1448.68,231.0,0.0,0.2918379705791193,605.45,104.577,290.754,-52.9942
1444.77,231.0,0.0,0.2905867486827361,592.761,24.5951,301.072,-8.78425
1440.86,231.0,0.0,0.2876189113797296,596.977,37.3703,325.138,13.2309
1436.95,231.0,0.0,0.28662899649524354,575.789,-47.5659,305.0,32.2463
1433.04,231.0,0.0,0.28597096058937127,579.001,44.9991,276.159,33.9286
1429.13,231.0,0.0,0.2861311780273228,580.02,-2.65757,280.194,46.2235
1425.22,231.0,0.0,0.2831442672197983,555.338,76.7312,298.578,30.8443
1421.31,231.0,0.0,0.28153827813937965,557.153,45.6929,313.431,65.428
1417.4,231.0,0.0,0.28004100803471377,557.606,97.9791,266.227,17.9621
1413.49,231.0,0.0,0.27989032734902125,570.091,93.0899,309.613,-23.0047
1409.58,231.0,0.0,0.27966716734616026,557.07,93.0905,301.332,7.14059
1405.67,231.0,0.0,0.27747180697613427,560.427,41.1329,321.369,-29.6763
1401.76,231.0,0.0,0.27723720287056247,540.877,32.4157,309.371,-18.2611
1397.85,231.0,0.0,0.27746989962568247,548.35,13.8843,298.733,-43.6096
1393.94,231.0,0.0,0.2784407410056505,562.816,27.4124,298.642,4.21053
1390.03,231.0,0.0,0.2753775361800539,550.771,24.8297,313.696,42.9509
1386.12,231.0,0.0,0.2775995994564051,554.845,25.9954,316.393,71.9683
1382.21,231.0,0.0,0.2761214028562573,520.098,72.0602,282.64,52.7976
1378.3,231.0,0.0,0.2738592852204182,515.749,66.1074,296.666,65.0868
1374.39,231.0,0.0,0.27597453687146845,527.557,126.69,292.754,0.597519
1370.48,231.0,0.0,0.27284838948096224,513.018,133.005,283.402,18.6774
1366.57,231.0,0.0,0.27052332928021366,522.063,70.8625,297.926,-78.0992
1362.66,231.0,0.0,0.2724402164842763,533.369,47.4868,306.152,-37.6592
1358.75,231.0,0.0,0.2675745654817252,544.413,42.055,296.695,-34.9579
1354.84,231.0,0.0,0.26769854326109244,507.772,12.2585,302.669,-6.09855
1350.93,231.0,0.0,0.2659685764013065,525.081,22.6965,296.412,46.3472
1347.02,231.0,0.0,0.26252771618625276,492.754,63.4727,290.784,59.7652
1343.11,231.0,0.0,0.26152826454950767,502.172,101.024,292.846,51.6101
1339.2,231.0,0.0,0.2615549674558329,533.967,105.171,279.517,53.6234
1335.29,231.0,0.0,0.2609789476193882,508.55,123.983,290.951,-4.73978
1331.38,231.0,0.0,0.25917840879288556,470.162,81.4042,286.874,-17.7701
1327.47,231.0,0.0,0.2600710488043297,482.196,67.4025,298.797,-32.8913
1323.56,231.0,0.0,0.26021791478911854,496.791,21.8642,297.753,-9.75645
1319.65,231.0,0.0,0.25765252843144265,472.04,12.2359,285.19,11.8008
1315.74,231.0,0.0,0.2590410795603557,485.566,-23.6079,293.012,28.8285
1311.83,231.0,0.0,0.25876642109529596,508.376,52.57,284.408,56.5552
1307.92,231.0,0.0,0.2567980354290347,495.528,22.2951,271.886,32.9002
1304.01,231.0,0.0,0.2587244593853563,477.985,116.721,272.319,20.1935
1300.1,231.0,0.0,0.25778985766397255,486.069,78.3463,267.853,25.5287
1296.19,231.0,0.0,0.2561056672150299,493.76,73.3699,261.872,16.0822
1292.28,231.0,0.0,0.2564165653386739,473.01,41.6612,270.29,-35.2931
1288.37,231.0,0.0,0.2557222897742174,493.882,14.7738,288.461,-14.1842
1284.46,231.0,0.0,0.2533648046157881,494.067,-0.903111,297.349,-34.7106
1280.55,231.0,0.0,0.25133538373506903,472.234,-2.04435,318.033,53.8142
1276.64,231.0,0.0,0.24937272012016307,483.385,41.6247,320.705,40.6775
1272.73,231.0,0.0,0.24687790572920393,478.711,80.2782,298.33,62.966
1268.82,231.0,0.0,0.24669861478673438,495.032,100.24,269.99,21.5295
1264.91,231.0,0.0,0.2447283217700212,499.797,114.78,280.687,4.72515
1261.0,231.0,0.0,0.24465584245285268,469.495,141.315,267.068,-34.7505
1257.09,231.0,0.0,0.24404739765872732,444.86,73.077,279.949,-39.41
1253.18,231.0,0.0,0.24277900960827792,471.414,45.6949,279.167,-13.6307
1249.27,231.0,0.0,0.24210380754833943,460.596,-42.6636,276.913,-54.6345
1245.36,231.0,0.0,0.24064849915361322,475.535,-18.3167,291.402,-29.682
1241.45,231.0,0.0,0.23888801468659848,477.776,1.60068,273.031,-10.7779
1237.54,231.0,0.0,0.23860000476837612,452.217,40.4149,271.951,-0.334029
1233.63,231.0,0.0,0.23820709057530456,425.198,42.9387,271.815,-10.5009
1229.72,231.0,0.0,0.23945449777078415,456.257,83.3725,284.179,58.3279
1225.81,231.0,0.0,0.23968337982500057,461.937,81.794,280.754,28.4193
1221.9,231.0,0.0,0.23971199008177763,433.355,78.3816,306.57,18.2363
1217.99,231.0,0.0,0.23950790358343466,448.104,78.277,319.412,15.8405
1214.08,231.0,0.0,0.2361185418305796,453.418,82.2661,295.987,0.678069
1210.17,231.0,0.0,0.23387168299835492,451.899,52.6973,266.926,-15.7717
1206.26,231.0,0.0,0.23269484776959207,445.251,23.2842,283.245,-52.6671
1202.35,231.0,0.0,0.23337195717998235,433.853,-10.3206,289.962,-70.3129
1198.44,231.0,0.0,0.23326705290513314,445.337,3.22619,285.545,-33.0272
1194.53,231.0,0.0,0.23218558519896051,426.816,-0.898045,294.573,10.4052
1190.62,231.0,0.0,0.2304022125265241,425.356,36.0668,298.371,62.4347
1186.71,231.0,0.0,0.22801230241041412,440.96,90.3072,288.539,74.2057
1182.8,231.0,0.0,0.22489187707126337,396.426,112.548,294.94,74.9271
1178.89,231.0,0.0,0.225002503397468,422.075,111.728,279.834,40.3816
1174.98,231.0,0.0,0.22271177550485183,427.202,90.0677,281.32,-8.63509
1171.07,231.0,0.0,0.223137114655604,402.813,57.2891,275.724,-65.924
1167.16,231.0,0.0,0.22394201654626517,408.603,10.7392,286.699,-78.0502
1163.25,231.0,0.0,0.2235338435495792,411.886,-7.52438,272.043,-60.5651
1159.34,231.0,0.0,0.2236940609875307,415.185,-25.4213,277.538,-6.91343
1155.43,231.0,0.0,0.22344801277924803,419.784,1.29671,283.583,63.9774
1151.52,231.0,0.0,0.22032949479054909,400.023,40.9747,280.698,93.9202
1147.61,231.0,0.0,0.22209951600982283,398.609,91.2925,251.701,84.7286
1143.7,231.0,0.0,0.22081014710440358,414.68,94.6812,263.51,43.4454
1139.78,231.0,0.0,0.22110578642443315,438.613,110.94,277.133,-1.14484
1135.87,231.0,0.0,0.22118208044250529,444.975,112.358,269.917,-49.4468
1131.96,231.0,0.0,0.21841070023603462,407.564,82.6821,272.482,-85.1588
1128.05,231.0,0.0,0.22090551462699376,424.39,42.0203,274.142,-73.9272
1124.14,231.0,0.0,0.21710607252700093,437.271,0.233879,266.83,-23.6233
1120.23,231.0,0.0,0.21695729919176024,434.28,-9.72815,276.173,-9.71565
1116.32,231.0,0.0,0.21607228858212335,425.068,33.0039,277.709,37.4362
1112.41,231.0,0.0,0.21108647450110865,403.908,63.792,288.757,30.626
1108.5,231.0,0.0,0.21186658083589632,396.553,78.8981,275.135,47.5585
1104.59,231.0,0.0,0.2119047278449324,397.155,97.0439,276.288,15.529
1100.68,231.0,0.0,0.20901318455999807,412.065,92.3671,288.266,-8.53204
1096.77,231.0,0.0,0.20977421739026775,409.49,92.9693,312.105,3.60711
1092.86,231.0,0.0,0.20857830865698687,405.051,47.3351,291.72,-13.2891
1088.95,231.0,0.0,0.20626469255894905,404.272,38.8167,280.225,-30.4094
1085.04,231.0,0.0,0.20800801087189758,412.369,20.0024,294.205,-18.3176
1081.13,231.0,0.0,0.2047578857020242,392.025,33.9895,284.357,-23.9324
1077.22,231.0,0.0,0.20433826860262738,372.025,42.1718,262.002,10.5385
1073.31,231.0,0.0,0.20606632811196146,379.543,9.15793,297.02,0.797138
1069.4,231.0,0.0,0.2040864983429893,391.206,72.7181,256.849,28.249
1065.49,231.0,0.0,0.20628567341391887,395.698,55.2317,255.546,57.0338
1061.58,231.0,0.0,0.20576305939012468,400.683,53.9418,309.723,33.9622
1057.67,231.0,0.0,0.20405788808621225,413.825,58.6624,277.861,22.9865
1053.76,231.0,0.0,0.20469685048756647,399.312,46.1216,256.174,1.31572
1049.85,231.0,0.0,0.2030946761080514,382.519,27.4947,277.453,4.42123
1045.94,231.0,0.0,0.20164127506377702,417.184,20.5031,273.189,-44.0669
1042.03,231.0,0.0,0.20076198650549557,400.726,25.4746,275.787,-42.4983
1038.12,231.0,0.0,0.19944972939465463,374.195,37.1538,243.566,-32.0591
1034.21,231.0,0.0,0.1996385570893832,372.034,39.6976,284.658,29.645
1030.3,231.0,0.0,0.19704837517583387,400.595,60.1182,266.016,42.2749
1026.39,231.0,0.0,0.19714755739932768,401.552,77.4793,259.867,65.3231
1022.48,231.0,0.0,0.19657725961423836,386.442,72.3973,272.225,15.1799
1018.57,231.0,0.0,0.1926519323844265,381.027,42.7925,271.008,13.7729
1014.66,231.0,0.0,0.1937181412869847,373.668,36.4551,279.459,-34.3778
1010.75,231.0,0.0,0.18991126052022983,373.903,20.3262,296.145,-38.7461
1006.84,231.0,0.0,0.18898943804687313,365.192,11.2035,274.771,-43.2595
1002.93,231.0,0.0,0.18976153350976324,360.841,19.0024,279.042,-8.51662
999.022,231.0,0.0,0.1899680995636936,352.851,73.889,283.329,16.9301
995.112,231.0,0.0,0.1895385642419474,371.148,55.2867,266.869,13.6294
991.202,231.0,0.0,0.19011477481343728,368.248,78.2221,281.377,26.9362
987.292,231.0,0.0,0.1877813222707007,361.808,43.3803,273.694,15.2141
983.382,231.0,0.0,0.18842409937295854,370.954,22.6707,280.5,19.4764
979.472,231.0,0.0,0.1868558758314856,389.037,-2.91202,277.334,13.1039
975.562,231.0,0.0,0.18628824833702884,407.864,13.5505,282.304,-3.48681
971.652,231.0,0.0,0.1870227689960184,387.505,36.6955,264.371,-0.588797
967.742,231.0,0.0,0.18623198149870063,381.319,48.7975,261.204,-4.5969
963.832,231.0,0.0,0.18616045585675797,397.816,80.9191,269.98,-13.9834
959.922,231.0,0.0,0.18579538898028278,399.894,38.5832,284.377,5.73563
956.012,231.0,0.0,0.18264063133299957,400.592,28.1395,280.101,-34.5747
952.102,231.0,0.0,0.18162077104642013,396.007,32.2159,282.541,-5.24703
948.192,231.0,0.0,0.17999895095725152,367.135,5.33479,285.879,-12.8553
944.282,231.0,0.0,0.1797559545096917,359.7,16.4126,289.287,16.4607
940.371,231.0,0.0,0.17991273871683,372.169,27.0088,290.532,16.2931
936.461,231.0,0.0,0.17832296211525164,369.861,7.42454,279.311,14.8236
932.551,231.0,0.0,0.17878797415540137,348.732,58.5034,273.593,-13.46
928.641,231.0,0.0,0.1750123739360561,354.244,49.495,285.954,-4.3953
924.731,231.0,0.0,0.1752113105881792,383.016,39.1726,274.667,20.1032
920.821,231.0,0.0,0.17426297594354243,366.692,33.166,251.683,19.5402
916.911,231.0,0.0,0.17239091147509716,362.626,25.6508,243.293,-6.82808
913.001,231.0,0.0,0.17342507689006506,342.344,48.8861,265.179,-12.1859
909.091,231.0,0.0,0.1736028419521732,341.218,34.1567,266.388,-10.464
905.181,231.0,0.0,0.17427346637102736,369.444,3.08353,302.872,5.30919
901.271,231.0,0.0,0.17409913453973247,389.267,29.8583,301.513,17.1571
897.361,231.0,0.0,0.17272202751353027,362.126,27.4644,303.952,24.1325
893.451,231.0,0.0,0.17283265383973487,343.781,51.5536,292.343,27.3925
889.541,231.0,0.0,0.1719079703407005,367.378,26.3473,264.858,55.4968
885.63,231.0,0.0,0.1705371575709892,365.569,64.0383,265.292,41.9744
881.72,231.0,0.0,0.1709401807214553,365.237,70.9271,284.608,24.8576
877.81,231.0,0.0,0.17064148964070286,343.521,74.7686,297.173,28.6103
873.9,231.0,0.0,0.16898552797844696,350.275,39.0485,278.509,2.35773
869.99,231.0,0.0,0.1684858021600744,348.631,19.3915,263.465,16.085
866.08,231.0,0.0,0.16733032925637176,338.781,-3.82383,258.475,5.34975
862.17,231.0,0.0,0.1650014543547195,334.591,22.7887,259.712,1.51205
858.26,231.0,0.0,0.16366802565386357,321.333,67.8825,273.372,10.7701
854.35,231.0,0.0,0.16244655842452854,332.1,92.8601,268.658,9.12362
850.44,231.0,0.0,0.1620465870347853,310.829,67.6802,270.344,-34.7922
846.53,231.0,0.0,0.16177307297999666,317.568,80.1493,284.158,-27.5302
842.62,231.0,0.0,0.16091095057578142,337.952,16.3835,285.896,-5.29794
838.71,231.0,0.0,0.1602029420880719,328.388,3.16707,290.917,-25.4384
834.8,231.0,0.0,0.15922561571656774,329.168,6.98084,273.477,-6.71481
830.89,231.0,0.0,0.16011386882197268,321.62,16.4825,275.255,12.3773
826.979,231.0,0.0,0.1581594068140095,350.651,11.881,268.534,16.7385
823.069,231.0,0.0,0.1581468183010276,362.197,31.5573,290.448,7.51921
819.159,231.0,0.0,0.15786662851965763,365.013,22.6337,257.825,-21.4598
815.249,231.0,0.0,0.15765109791860382,344.688,45.2043,257.311,3.43393
811.339,231.0,0.0,0.1580998974799132,331.996,41.5782,243.578,-4.54924
807.429,231.0,0.0,0.1563779414920249,304.067,47.7574,260.641,-14.5456
803.519,231.0,0.0,0.15630775099539854,350.113,27.141,274.151,-4.86774
799.609,231.0,0.0,0.1555348925923277,334.214,-3.85663,273.202,-15.4881
795.699,231.0,0.0,0.15450454187826335,331.178,28.1865,293.326,-31.0647
791.789,231.0,0.0,0.1542407553107789,327.813,-9.77101,313.932,-3.48972
787.879,231.0,0.0,0.15374713301385215,348.242,15.5638,264.006,-6.40754
783.969,231.0,0.0,0.15189929189614476,334.896,12.521,252.593,34.7829
780.059,231.0,0.0,0.1522544405502706,321.26,16.0434,257.24,27.0826
776.149,231.0,0.0,0.1506577974870658,316.841,15.5107,259.139,10.1149
772.239,231.0,0.0,0.1486108289821901,312.67,36.4521,274.584,5.90225
768.328,231.0,0.0,0.1474450563860477,326.476,29.0337,278.217,-17.285
764.418,231.0,0.0,0.14682116205326276,314.713,47.0911,293.418,5.28734
760.508,231.0,0.0,0.14560656128555421,321.785,45.5119,279.782,-3.71776
756.598,231.0,0.0,0.14559282836230122,338.206,41.6637,284.782,10.3593
752.688,231.0,0.0,0.14546408220680448,318.454,27.9952,296.272,0.212729
748.778,231.0,0.0,0.14403166201749992,323.37,44.3696,287.85,14.8309
744.868,231.0,0.0,0.14439215125289084,334.576,35.5508,275.852,-2.0607
740.958,231.0,0.0,0.1440816345993372,321.257,25.4762,277.401,3.86405
737.048,231.0,0.0,0.14303888610733614,318.652,41.7558,276.649,-1.0473
733.138,231.0,0.0,0.14370302553465417,334.317,19.9084,287.145,20.6909
729.228,231.0,0.0,0.14229864339699116,373.712,21.8558,284.846,-4.26534
725.318,231.0,0.0,0.14185728250244378,372.522,22.1089,269.644,13.6898
721.408,231.0,0.0,0.14114622225401138,382.154,38.243,267.942,0.465387
717.498,231.0,0.0,0.1407002837183797,353.262,19.6491,268.071,27.8627
713.587,231.0,0.0,0.14045213742460005,348.52,33.3961,282.601,28.1289
709.677,231.0,0.0,0.13984674439119757,343.37,21.4899,292.317,13.821
705.767,231.0,0.0,0.13895086188398542,343.14,68.4759,287.701,-11.4168
701.857,231.0,0.0,0.13755735164389768,334.691,75.7807,291.201,-35.3033
697.947,231.0,0.0,0.13622029897718332,339.57,35.7981,276.593,-24.8609
694.037,231.0,0.0,0.13453591779319554,352.272,40.7415,284.154,-33.5932
690.127,231.0,0.0,0.13328812912762558,361.843,30.4208,277.224,-17.196
686.217,231.0,0.0,0.13344167083899577,340.216,15.8154,260.221,-30.6326
682.307,231.0,0.0,0.13202088548744725,321.295,19.1198,271.854,10.2507
678.397,231.0,0.0,0.13146393915552057,320.495,13.5498,286.824,16.3228
674.487,231.0,0.0,0.13116868130558137,341.186,36.7358,290.456,18.2425
670.577,231.0,0.0,0.12956612545597596,344.336,45.9111,278.74,28.3846
666.667,231.0,0.0,0.12915356555325083,330.815,68.3977,259.323,14.2982
662.757,231.0,0.0,0.12918675345111222,339.69,62.6184,278.464,-1.57896
658.847,231.0,0.0,0.1279553679994278,348.885,43.2092,262.868,-15.3839
654.936,231.0,0.0,0.1284468922108576,356.35,54.5766,279.809,-10.9497
651.026,231.0,0.0,0.12753041031876594,343.988,22.5684,298.37,3.0064
